published,published_year_long,published_year_short,country,designer,name,product_id
2020/11/01,2020,20,Spain,Andrea Mowry,Sparks,653563
2022/11/01,2022,22,Spain,Sarah Schira,Ilya,821295
2021/10/01,2021,21,Spain,Sarah Schira,Penny Gloves,729754
2021/12/01,2021,21,Spain,PetiteKnit,Harlow Worsted,743310
2022/05/01,2022,22,Spain,PetiteKnit,Stria Hat,779815
2022/07/01,2022,22,Spain,Sarah Schira,Outline Raglan,796318
2022/11/01,2022,22,Spain,Caitlin Hunter,Oddments Cowl,821247
2022/12/01,2022,22,Spain,Sarah Schira,Briogarter Sweater,821849
2021/03/01,2021,21,Spain,Stephen West,Wild Bees Socks,722789
2022/01/01,2022,22,Spain,Andrea Mowry,Tsov,752803
2022/04/01,2022,22,Spain,Joji Locatelli,Ayami,772513
2022/12/01,2022,22,Spain,Sarah Schira,December Bow,821812
2022/12/01,2022,22,Spain,Andrea Mowry,Zig,822953
2021/03/01,2021,21,Spain,Casapinka,Picnic Blanket Socks,681991
2021/12/01,2021,21,Spain,Andrea Mowry,Spiraling Cables Triangle,734279
2022/02/01,2022,22,Spain,Andrea Mowry,Metamorphic,757113
2022/06/01,2022,22,Spain,Sarah Schira,Ripple Halter,784508
2022/09/01,2022,22,Spain,Andrea Mowry,22 Cowl,804059
2022/11/01,2022,22,Spain,PetiteKnit,B(l)ack to Life,816604
2022/11/01,2022,22,Spain,Sarah Schira,Bear Paw Socks,817274
2020/07/01,2020,20,Spain,Helen Stewart,Dreaming of Paris,623864
2021/08/01,2021,21,Spain,Andrea Mowry,Some Me Time (Shawl),719636
2022/04/01,2022,22,Spain,Andrea Mowry,Inclinations Cowl,775474
2021/06/01,2021,21,Spain,Andrea Mowry,Dingley Dell,702060
2021/11/01,2021,21,Spain,PetiteKnit,DRK Everyday Sweater,736283
2022/01/01,2022,22,Spain,Caitlin Hunter,Velvet Mirror Cowl,751909
2022/05/01,2022,22,Spain,Joji Locatelli,Ingrid Sweater Junior,781373
2022/06/01,2022,22,Spain,Joji Locatelli,June Top,787172
2022/08/01,2022,22,Spain,Sarah Schira,Monday Sweater,795863
2022/09/01,2022,22,Spain,PetiteKnit,Dustland Socks,804658
2021/06/01,2021,21,Spain,Andrea Mowry,Weekend Slipover,703204
2022/03/01,2022,22,Spain,Andrea Mowry,Oksa,764725
2022/07/01,2022,22,Spain,Andrea Mowry,Alpenglow I,793713
2022/08/01,2022,22,Spain,PetiteKnit,Rain or Shine Socks,797798
2022/08/01,2022,22,Spain,Sarah Schira,The Lone Skein Shawl,798891
2022/11/01,2022,22,Spain,PetiteKnit,Tiree,821266
2021/11/01,2021,21,Spain,PetiteKnit,Curio Socks,738062
2022/12/01,2022,22,Spain,Andrea Mowry,Arco Iris,821855
2021/03/01,2021,21,Spain,Andrea Mowry,Emsworth,683916
2021/05/01,2021,21,Spain,Sarah Schira,Flicker & Flame,697561
2021/11/01,2021,21,Spain,Sarah Schira,Cabled Trellis Shawl,734284
2021/11/01,2021,21,Spain,PetiteKnit,Halibut,735266
2022/02/01,2022,22,Spain,Caitlin Hunter,Gr8 Gingham Raglan,759497
2022/07/01,2022,22,Spain,Jessie Maed Designs,Shawl Smorgasbord,792496
2019/05/01,2019,19,Spain,Andrea Mowry,Shiftalong,534498
2019/10/01,2019,19,Spain,Casapinka,Gno Fun Like Gnome Fun,560149
2020/02/01,2020,20,Spain,Isabell Kraemer,Pink Velvet,590021
2020/06/01,2020,20,Spain,Jessie Maed Designs,Botanic Shawl,621739
2020/07/01,2020,20,Spain,Stephen West,Very V Neck Raglan,624642
2020/09/01,2020,20,Spain,Isabell Kraemer,Sunday Socks,637063
2022/05/01,2022,22,Spain,Stephen West,Elah,781180
2022/10/01,2022,22,Spain,PetiteKnit,Anthology Throw,821244
2020/11/01,2020,20,Spain,Andrea Mowry,STRIPES!,655491
2021/02/01,2021,21,Spain,Isabell Kraemer,Flying Birds Shorties,676692
2021/07/01,2021,21,Spain,Isabell Kraemer,Illuminate,710697
2021/08/01,2021,21,Spain,Casapinka,"All Work, Gnome Play",716311
2021/08/01,2021,21,Spain,Joji Locatelli,Caramel Sauce (Socks),719637
2022/10/01,2022,22,Spain,Caitlin Hunter,Halu,813744
2020/08/01,2020,20,Spain,PetiteKnit,Misurina,630373
2020/09/01,2020,20,Spain,Helen Stewart,Cozy Classic Light,637789
2021/04/01,2021,21,Spain,Andrea Mowry,Gnot Just Another Gnome,690984
2022/01/01,2022,22,Spain,Isabell Kraemer,Teddy Pants,750336
2022/07/01,2022,22,Spain,Stephen West,Sharon Air,792614
2021/09/01,2021,21,Spain,Casapinka,Douglas Cardi,721033
2021/10/01,2021,21,Spain,Stephen West,Sabela,729943
2021/10/01,2021,21,Spain,Andrea Mowry,Inclinations Shawl,732766
2022/05/01,2022,22,Spain,Isabell Kraemer,Easy V,783000
2017/12/01,2017,17,Spain,Helen Stewart,Hipster Hat,436195
2020/01/01,2020,20,Spain,Caitlin Hunter,Gnome Is Where You Hang Your Hat,582181
2020/08/01,2020,20,Spain,Andrea Mowry,Staple Linen Top,630868
2021/01/01,2021,21,Spain,Jessie Maed Designs,November Balaclava,670199
2022/03/01,2022,22,Spain,Jessie Maed Designs,Dustland Sweater,765034
2022/10/01,2022,22,Spain,PetiteKnit,Northwoods V Neck,809843
2022/10/01,2022,22,Spain,Sarah Schira,Sophie Shawl,810888
2021/01/01,2021,21,Spain,PetiteKnit,Terrazzo Neck,668635
2021/09/01,2021,21,Spain,Helen Stewart,Beaufort 5,724772
2022/12/01,2022,22,Spain,Andrea Mowry,Aurora Cabin Shawl,815740
2020/05/01,2020,20,Spain,Andrea Mowry,Stockholm Slipover V-neck,611370
2020/05/01,2020,20,Spain,Jessie Maed Designs,Terrazzo Sweater,611651
2021/05/01,2021,21,Spain,Andrea Mowry,Jakers,697595
2021/10/01,2021,21,Spain,Joji Locatelli,The Frank Shawl,730876
2020/09/01,2020,20,Spain,Stephen West,Friday Sweater Mini,642286
2021/03/01,2021,21,Spain,PetiteKnit,Laia,681492
2021/06/01,2021,21,Spain,Jessie Maed Designs,Outline Tee,702905
2021/01/01,2021,21,Spain,PetiteKnit,Curling Mist Socks,722679
2021/04/01,2021,21,Spain,PetiteKnit,Noncho,693551
2022/04/01,2022,22,Spain,Andrea Mowry,Make Gnome Mistake,772292
2021/03/01,2021,21,Spain,PetiteKnit,Outline Tank,683836
2021/03/01,2021,21,Spain,PetiteKnit,Anker Tee,687010
2021/11/01,2021,21,Spain,PetiteKnit,Leave Gnome Stone Unturned,734281
2022/02/01,2022,22,Spain,Stephen West,Sille Slipover,755584
2022/07/01,2022,22,Spain,Stephen West,Lace & Fade Boxy,789937
2019/07/01,2019,19,Spain,Isabell Kraemer,Vellichor,546689
2020/04/01,2020,20,Spain,Andrea Mowry,April Cardigan,605390
2020/02/01,2020,20,Spain,Casapinka,Fantastitch,590243
2020/07/01,2020,20,Spain,Caitlin Hunter,Cinnabar,629274
2021/07/01,2021,21,Spain,Jessie Maed Designs,Dustland Shawl,712027
2022/04/01,2022,22,Spain,Casapinka,Ric Rac,776501
2021/04/01,2021,21,Spain,PetiteKnit,Friday Tee,693946
2021/08/01,2021,21,Spain,Sarah Schira,Morning Rituals,716587
2022/08/01,2022,22,Spain,Andrea Mowry,Choose Your Gnome Adventure,794749
2020/07/01,2020,20,Spain,Caitlin Hunter,Nice to Gnome You,623884
2018/12/01,2018,18,Spain,Andrea Mowry,Gnome Pun Intended,501657
2020/03/01,2020,20,Spain,Andrea Mowry,Painting Bricks Shawl,598122
2020/12/01,2020,20,Spain,Joji Locatelli,DRK Everyday Socks,658563
2022/01/01,2022,22,Spain,Casapinka,Marble Mount,753647
2020/12/01,2020,20,Spain,Caitlin Hunter,Pink Fizz,660524
2018/05/01,2018,18,Spain,PetiteKnit,Harlow,462971
2020/03/01,2020,20,Spain,Helen Stewart,The Throwover,596247
2020/03/01,2020,20,Spain,PetiteKnit,Cloudesley,601255
2020/12/01,2020,20,Spain,Isabell Kraemer,Zipper Sweater - Man,663667
2019/12/01,2019,19,Spain,Casapinka,Louisiana Sweater,579708
2020/12/01,2020,20,Spain,PetiteKnit,Winter Lights Shawl,666693
2021/10/01,2021,21,Spain,Stephen West,Fjolla,729940
2017/02/01,2017,17,Spain,PetiteKnit,Anker's Sweater,384822
2018/04/01,2018,18,Spain,Jessie Maed Designs,Stockholm Hat,456607
2019/07/01,2019,19,Spain,Stephen West,Super Simple Summer Sweater,543429
2021/11/01,2021,21,Spain,Joji Locatelli,Weekend Slipover V-neck,734874
2021/01/01,2021,21,Spain,Andrea Mowry,Winters Beach Cardi,669667
2022/09/01,2022,22,Spain,Jessie Maed Designs,Twists & Turns: Westknits MKAL 2022,800952
2014/05/01,2014,14,Spain,Helen Stewart,Vertices Unite,212683
2020/07/01,2020,20,Spain,Isabell Kraemer,Novice Cardigan - Mohair Edition,623933
2021/02/01,2021,21,Spain,Isabell Kraemer,Powder Wrap,674289
2020/01/01,2020,20,Spain,Stephen West,Cozy Classic Raglan,578878
2022/03/01,2022,22,Spain,PetiteKnit,(no need to) Panic Sweater,767179
2021/03/01,2021,21,Spain,Isabell Kraemer,Louvre Sweater,682282
2020/08/01,2020,20,Spain,PetiteKnit,Novice Cardigan – Chunky Edition,634635
2020/10/01,2020,20,Spain,Isabell Kraemer,Bean & Olive,642925
2020/10/01,2020,20,Spain,PetiteKnit,Zipper Sweater,649561
2022/09/01,2022,22,Spain,Caitlin Hunter,Moby Sweater,806932
2019/08/01,2019,19,Spain,Helen Stewart,"Oh, Gnome, You Didn't",549033
2019/09/01,2019,19,Spain,Caitlin Hunter,Framework Bralette,558234
2020/10/01,2020,20,Spain,Joji Locatelli,Sharon's Glamping Blanket,647247
2019/02/01,2019,19,Spain,Joji Locatelli,Gnome De Plume,514497
2019/05/01,2019,19,Spain,Andrea Mowry,Navelli,532390
2020/05/01,2020,20,Spain,Andrea Mowry,Venezia Shawl,608588
2022/02/01,2022,22,Spain,Stephen West,SSP (slip stitch party) shawl,760826
2016/10/01,2016,16,Spain,PetiteKnit,Teddy Bear Sweater,384845
2020/11/01,2020,20,Spain,Isabell Kraemer,forager,653904
2019/01/01,2019,19,Spain,Andrea Mowry,Oslo Hat - Mohair Edition,507367
2018/09/01,2018,18,Spain,Stephen West,Elton,482230
2019/08/01,2019,19,Spain,PetiteKnit,Storm Shawl,548392
2020/10/01,2020,20,Spain,Helen Stewart,Slipstravaganza,638797
2017/08/01,2017,17,Spain,PetiteKnit,Never Not Gnoming,410406
2019/09/01,2019,19,Spain,Isabell Kraemer,Cumulus Tee,554669
2022/03/01,2022,22,Spain,PetiteKnit,Ingrid Sweater,765040
2021/10/01,2021,21,Spain,Joji Locatelli,Shawlography: Westknits MKAL 2021,719770
2021/01/01,2021,21,Spain,Andrea Mowry,Lightweight Hipster,666658
2020/06/01,2020,20,Spain,PetiteKnit,The Weekender Light,619625
2022/05/01,2022,22,Spain,Stephen West,Miss May Shawl MKAL,780917
2020/09/01,2020,20,Spain,Joji Locatelli,Wednesday Sweater,638568
2020/11/01,2020,20,Spain,PetiteKnit,ADVENTure Gnome,650830
2021/03/01,2021,21,Spain,PetiteKnit,Marseille Sweater,686416
2021/04/01,2021,21,Spain,Jessie Maed Designs,Champagne Cardigan,689694
2014/10/01,2014,14,Spain,PetiteKnit,Exploration Station,236350
2022/07/01,2022,22,Spain,Joji Locatelli,Sophie Scarf,793448
2014/06/01,2014,14,Spain,PetiteKnit,Dotted Rays,216856
2022/10/01,2022,22,Spain,Casapinka,Simply Scrappy Cowl,810825
2018/08/01,2018,18,Spain,Helen Stewart,The Throwback,479097
2021/07/01,2021,21,Spain,PetiteKnit,The Snark-o-meter,711679
2018/10/01,2018,18,Spain,Stephen West,Novice Sweater,490954
2020/03/01,2020,20,Spain,PetiteKnit,Holiday Slipover,598135
2015/01/01,2015,15,Spain,Isabell Kraemer,3 Color Cashmere Cowl,252319
2019/11/01,2019,19,Spain,PetiteKnit,Stockholm Slipover,571599
2017/05/01,2017,17,Spain,Joji Locatelli,Birds of a Feather,410932
2018/08/01,2018,18,Spain,PetiteKnit,Ripple Bralette,475872
2018/06/01,2018,18,Spain,PetiteKnit,Yume,465114
2019/01/01,2019,19,Spain,PetiteKnit,Shifty,509524
2019/03/01,2019,19,Spain,Jessie Maed Designs,Soldotna Crop,520350
2019/04/01,2019,19,Spain,PetiteKnit,Mariechen,525263
2020/07/01,2020,20,Spain,Andrea Mowry,The Sharon Show,627551
2019/02/01,2019,19,Spain,Stephen West,Sunday Cardigan,515538
2017/03/01,2017,17,Spain,PetiteKnit,Anker's Sweater - My size,389377
2018/06/01,2018,18,Spain,Helen Stewart,Wool & Honey,464959
2018/12/01,2018,18,Spain,Andrea Mowry,Sunday Sweater,502461
2020/03/01,2020,20,Spain,Joji Locatelli,My Little Secret Crop,597316
2017/10/01,2017,17,Spain,Isabell Kraemer,Zweig,419942
2018/07/01,2018,18,Spain,Casapinka,Here We Gnome Again,472112
2018/01/01,2018,18,Spain,Isabell Kraemer,Hipster Shawl,441268
2017/11/01,2017,17,Spain,PetiteKnit,Humulus,429034
2017/04/01,2017,17,Spain,Stephen West,So Faded,392366
2018/10/01,2018,18,Spain,Caitlin Hunter,Nightshift,489063
2018/08/01,2018,18,Spain,Stephen West,Oslo Hat,479056
2018/06/01,2018,18,Spain,Andrea Mowry,Cumulus Blouse,466153
2017/05/01,2017,17,Spain,PetiteKnit,Tegna,395690
2017/10/01,2017,17,Spain,Helen Stewart,Comfort Fade Cardi,421681
2018/03/01,2018,18,Spain,Andrea Mowry,The Shift,450988
2017/09/01,2017,17,Spain,Joji Locatelli,No Frills Cardigan,415001
2017/06/01,2017,17,Spain,Joji Locatelli,Anker's Summer Shirt,401635
2019/11/01,2019,19,Spain,PetiteKnit,Habitation Throw,575746
2017/11/01,2017,17,Spain,Jessie Maed Designs,The Weekender,427123
2016/12/01,2016,16,Spain,Joji Locatelli,Find Your Fade,369582
2016/11/01,2016,16,Spain,Andrea Mowry,No Frills Sweater,384834
2022/12/01,2022,22,Czech Republic,Bex Knitty Design,Bretagne Shawl,823597
2022/12/01,2022,22,Czech Republic,PetiteKnit,Athena sweater,823731
2022/12/01,2022,22,Czech Republic,Stephen West,No. 2 Wilbur Sweater Ladies,
2022/12/01,2022,22,Czech Republic,Stephen West,No. 3 Wilbur Sweater Men,
2022/12/01,2022,22,Czech Republic,Sarah Schira,No. 5 Kelly Sweater w/slit in Tweed Recycled,
